1,0.000000,0.000000
10,0.000000,0.000000000
100,0.000000,0.000000
1000,0.003000,0.006000
10000,0.301000,1.123000
15000,0.691000,5.008000
20000,1.267000,11.418000
25000,2.053000,24.697000
1,0.000000,0.000000
10,0.000000,0.000000
100,0.000000,0.000000
1000,0.017000,0.005000
10000,0.289000,1.655000
15000,0.659000,3.857000
20000,1.282000,11.843000
25000,1.797000,25.187000
1,0.000000,0.000000
10,0.000000,0.000000
100,0.000000,0.000000
1000,0.000000,0.016000
10000,0.286000,2.105000
15000,0.671000,4.383000
20000,1.244000,11.596000
25000,1.944000,24.540000
1,0.000000,0.000000
10,0.000000,0.000000
100,0.000000,0.000000
1000,0.015000,0.000000
10000,0.301000,2.437000
15000,0.659000,4.855000
20000,1.291000,12.850000
25000,1.820000,25.057000
1,0.000000,0.000000
10,0.000000,0.000000
100,0.000000,0.000000
1000,0.016000,0.000000
10000,0.297000,2.700000
15000,0.652000,5.305000
20000,1.248000,11.563000
25000,1.826000,23.967000
1,0.000000,0.000000
10,0.000000,0.000000
100,0.000000,0.000000
1000,0.016000,0.000000
10000,0.298000,3.083000
15000,0.651000,5.747000
20000,1.168000,11.609000
25000,1.802000,23.711000
1,0.000000,0.000000
10,0.000000,0.000000
100,0.000000,0.000000
1000,0.003000,0.005000
10000,0.298000,2.884000
15000,0.655000,6.196000
20000,1.146000,11.478000
25000,1.811000,23.637000
1,0.000000,0.000000
10,0.000000,0.000000
100,0.000000,0.000000
1000,0.000000,0.000000
10000,0.288000,2.923000
15000,0.658000,6.297000
20000,1.153000,11.501000
25000,1.820000,23.538000
1,0.000000,0.000000
10,0.000000,0.000000
100,0.000000,0.000000
1000,0.016000,0.000000
10000,0.290000,2.911000
15000,0.657000,6.577000
20000,1.154000,11.384000
25000,1.787000,23.600000
1,0.000000,0.000000
10,0.000000,0.000000
100,0.000000,0.000000
1000,0.000000,0.016000
10000,0.288000,3.188000
15000,0.661000,6.809000
20000,1.171000,11.406000
25000,2.086000,23.214000
